K,T,S,sigma,n,m,Error
198,0.82,237.6,0.4,4,64,0.025887250526271013
198,0.82,239.04000000000002,0.14,4,64,0.002477663299494425
198,0.82,239.04000000000002,0.19,4,64,0.01812960203228777
198,0.82,239.04000000000002,0.23,5,64,0.004885334285630999
198,0.82,239.04000000000002,0.27,5,64,0.0007053884381560065
198,0.82,239.04000000000002,0.31,5,64,0.024875450970823047
198,0.82,239.04000000000002,0.36,6,64,0.03240501485543257
198,0.82,239.04000000000002,0.4,4,64,0.02939302054119447
198,1.0,140.0,0.14,19,64,0.0013717454181106275
198,1.0,140.0,0.19,12,57,0.0010082324311088547
198,1.0,140.0,0.23,12,52,0.0008685092574837871
198,1.0,140.0,0.27,10,60,6.520810310362507e-05
198,1.0,140.0,0.31,10,64,0.018989248280972953
198,1.0,140.0,0.36,8,64,0.03752950389812509
198,1.0,140.0,0.4,8,64,0.053386908155315826
198,1.0,150.0,0.14,14,36,0.0011210429588065429
198,1.0,150.0,0.19,8,8,0.0015183320058442728
198,1.0,150.0,0.23,8,22,9.875821955422383e-05
198,1.0,150.0,0.27,6,15,0.001170761309793643
198,1.0,150.0,0.31,6,64,0.06447220583813085
198,1.0,150.0,0.36,8,64,0.056415043639476366
198,1.0,150.0,0.4,8,64,0.06332661191335533
198,1.0,150.72,0.14,12,14,0.0005583803200018682
198,1.0,150.72,0.19,10,44,0.0006105295752593143
198,1.0,150.72,0.23,8,24,0.0003800064455107503
198,1.0,150.72,0.27,6,15,0.0015166525333835626
198,1.0,150.72,0.31,6,64,0.06390195576556412
198,1.0,150.72,0.36,8,64,0.057510325732364316
198,1.0,150.72,0.4,8,64,0.06367988440255568
198,1.0,158.4,0.14,12,34,0.0006388747961502311
198,1.0,158.4,0.19,8,14,0.003509291394513648
198,1.0,158.4,0.23,6,8,0.0026164315079923103
198,1.0,158.4,0.27,6,15,0.0039058846736409634
198,1.0,158.4,0.31,6,64,0.056648017892659074
198,1.0,158.4,0.36,8,64,0.06842475729509571
198,1.0,158.4,0.4,8,64,0.06642363917140191
198,1.0,163.28,0.14,8,12,0.0018737263532077788
198,1.0,163.28,0.19,8,25,0.00039268455271806177
198,1.0,163.28,0.23,6,9,0.00036185646197077785
198,1.0,163.28,0.27,6,17,0.0036624019146244816
198,1.0,163.28,0.31,4,5,0.016495420511216125
198,1.0,163.28,0.36,8,64,0.07501990420637775
198,1.0,163.28,0.4,8,64,0.06794443618402354
198,1.0,174.24,0.14,8,64,0.015595398655535888
198,1.0,174.24,0.19,5,11,9.942608989878631e-05
198,1.0,174.24,0.23,6,12,0.004092200592178313
198,1.0,174.24,0.27,6,17,0.0011019509604033393
198,1.0,174.24,0.31,4,9,0.0014434135008824956
198,1.0,174.24,0.36,8,64,0.08955158210746605
198,1.0,174.24,0.4,8,64,0.07254869759094454
198,1.0,175.84,0.14,5,6,0.014978633321078016
198,1.0,175.84,0.19,6,64,0.0014008356955637243
198,1.0,175.84,0.23,6,14,0.0009040823581143609
198,1.0,175.84,0.27,6,17,0.00038877389230691626
198,1.0,175.84,0.31,4,11,0.001970126551072706
198,1.0,175.84,0.36,8,64,0.09164425086840979
198,1.0,175.84,0.4,8,64,0.07341583665692401
198,1.0,188.4,0.14,5,9,0.0033973443577272468
198,1.0,188.4,0.19,5,11,0.005162919800654483
198,1.0,188.4,0.23,6,55,0.000283211282882537
198,1.0,188.4,0.27,6,24,0.0008656276203014007
198,1.0,188.4,0.31,6,64,0.022301920414984844
198,1.0,188.4,0.36,8,64,0.10763579273068186
198,1.0,188.4,0.4,8,64,0.08204956240646342
198,1.0,190.08,0.14,5,9,0.004432821203408311
198,1.0,190.08,0.19,5,11,0.004537144935092455
198,1.0,190.08,0.23,6,64,0.002972504360991024
198,1.0,190.08,0.27,6,25,4.842720016689911e-05
198,1.0,190.08,0.31,6,64,0.02138052026155994
198,1.0,190.08,0.36,8,64,0.10969910463877404
198,1.0,190.08,0.4,8,64,0.08343825770237659
198,1.0,199.20000000000002,0.14,5,22,0.000786358528546493
198,1.0,199.20000000000002,0.19,5,11,0.001366216525644965
198,1.0,199.20000000000002,0.23,5,64,0.0017738646513485886
198,1.0,199.20000000000002,0.27,6,64,1.8625725420576912e-05
198,1.0,199.20000000000002,0.31,6,64,0.018478176231831036
198,1.0,199.20000000000002,0.36,4,5,0.055804908612278985
198,1.0,199.20000000000002,0.4,8,64,0.0918360718564673
198,1.0,205.92000000000002,0.14,5,64,0.007013879561236989
198,1.0,205.92000000000002,0.19,5,14,0.0009947566039106846
198,1.0,205.92000000000002,0.23,5,46,0.00017570227243776887
198,1.0,205.92000000000002,0.27,6,64,0.008806445899377995
198,1.0,205.92000000000002,0.31,6,64,0.018311397657695894
198,1.0,205.92000000000002,0.36,4,5,0.016032871714946533
198,1.0,205.92000000000002,0.4,8,64,0.09886847662071013
198,1.0,219.12,0.14,4,64,0.012195325254815651
198,1.0,219.12,0.19,5,30,0.0002460786320580146
198,1.0,219.12,0.23,5,34,0.00014789007584345353
198,1.0,219.12,0.27,6,64,0.025092844858414336
198,1.0,219.12,0.31,6,64,0.021773883598774194
198,1.0,219.12,0.36,4,12,0.0010841548838873675
198,1.0,219.12,0.4,4,5,0.09722353318075036
198,1.0,221.76,0.14,4,64,0.008593474596648377
198,1.0,221.76,0.19,5,44,0.00010521679808304258
198,1.0,221.76,0.23,5,36,0.00013829398615012605
198,1.0,221.76,0.27,6,64,0.02815271289020423
198,1.0,221.76,0.31,6,64,0.022965937261664158
198,1.0,221.76,0.36,4,18,0.0004582975078805366
198,1.0,221.76,0.4,4,5,0.0830037374420551
198,1.0,237.6,0.14,4,64,0.0006587165805035019
198,1.0,237.6,0.19,5,64,0.013788797460005685
198,1.0,237.6,0.23,5,64,0.0023194033748433216
198,1.0,237.6,0.27,5,64,0.018536834204953594
198,1.0,237.6,0.31,6,64,0.032967574908881206
198,1.0,237.6,0.36,4,64,0.03497506751481514
198,1.0,237.6,0.4,4,5,0.014944675740166842
198,1.0,239.04000000000002,0.14,4,64,0.0010374830827788988
198,1.0,239.04000000000002,0.19,5,64,0.014953344607121454
198,1.0,239.04000000000002,0.23,5,64,0.0031071767585942323
198,1.0,239.04000000000002,0.27,5,64,0.017703162728838633
198,1.0,239.04000000000002,0.31,6,64,0.034098517655897484
198,1.0,239.04000000000002,0.36,4,64,0.03819838972066351
198,1.0,239.04000000000002,0.4,4,5,0.010020891018185783
198,1.0,140.0,0.14,19,64,0.0013717454181106275
198,1.0,140.0,0.19,12,57,0.0010082324311088547
198,1.0,140.0,0.23,12,52,0.0008685092574837871
198,1.0,140.0,0.27,10,60,6.520810310362507e-05
198,1.0,140.0,0.31,10,64,0.018989248280972953
198,1.0,140.0,0.36,8,64,0.03752950389812509
198,1.0,140.0,0.4,8,64,0.053386908155315826
198,1.0,150.0,0.14,14,36,0.0011210429588065429
198,1.0,150.0,0.19,8,8,0.0015183320058442728
198,1.0,150.0,0.23,8,22,9.875821955422383e-05
198,1.0,150.0,0.27,6,15,0.001170761309793643
198,1.0,150.0,0.31,6,64,0.06447220583813085
198,1.0,150.0,0.36,8,64,0.056415043639476366
198,1.0,150.0,0.4,8,64,0.06332661191335533
198,1.0,150.72,0.14,12,14,0.0005583803200018682
198,1.0,150.72,0.19,10,44,0.0006105295752593143
198,1.0,150.72,0.23,8,24,0.0003800064455107503
198,1.0,150.72,0.27,6,15,0.0015166525333835626
198,1.0,150.72,0.31,6,64,0.06390195576556412
198,1.0,150.72,0.36,8,64,0.057510325732364316
198,1.0,150.72,0.4,8,64,0.06367988440255568
198,1.0,158.4,0.14,12,34,0.0006388747961502311
198,1.0,158.4,0.19,8,14,0.003509291394513648
198,1.0,158.4,0.23,6,8,0.0026164315079923103
198,1.0,158.4,0.27,6,15,0.0039058846736409634
198,1.0,158.4,0.31,6,64,0.056648017892659074
198,1.0,158.4,0.36,8,64,0.06842475729509571
198,1.0,158.4,0.4,8,64,0.06642363917140191
198,1.0,163.28,0.14,8,12,0.0018737263532077788
198,1.0,163.28,0.19,8,25,0.00039268455271806177
198,1.0,163.28,0.23,6,9,0.00036185646197077785
198,1.0,163.28,0.27,6,17,0.0036624019146244816
198,1.0,163.28,0.31,4,5,0.016495420511216125
198,1.0,163.28,0.36,8,64,0.07501990420637775
198,1.0,163.28,0.4,8,64,0.06794443618402354
198,1.0,174.24,0.14,8,64,0.015595398655535888
198,1.0,174.24,0.19,5,11,9.942608989878631e-05
198,1.0,174.24,0.23,6,12,0.004092200592178313
198,1.0,174.24,0.27,6,17,0.0011019509604033393
198,1.0,174.24,0.31,4,9,0.0014434135008824956
198,1.0,174.24,0.36,8,64,0.08955158210746605
198,1.0,174.24,0.4,8,64,0.07254869759094454
198,1.0,175.84,0.14,5,6,0.014978633321078016
198,1.0,175.84,0.19,6,64,0.0014008356955637243
198,1.0,175.84,0.23,6,14,0.0009040823581143609
198,1.0,175.84,0.27,6,17,0.00038877389230691626
198,1.0,175.84,0.31,4,11,0.001970126551072706
198,1.0,175.84,0.36,8,64,0.09164425086840979
198,1.0,175.84,0.4,8,64,0.07341583665692401
198,1.0,188.4,0.14,5,9,0.0033973443577272468
198,1.0,188.4,0.19,5,11,0.005162919800654483
198,1.0,188.4,0.23,6,55,0.000283211282882537
198,1.0,188.4,0.27,6,24,0.0008656276203014007
198,1.0,188.4,0.31,6,64,0.022301920414984844
198,1.0,188.4,0.36,8,64,0.10763579273068186
198,1.0,188.4,0.4,8,64,0.08204956240646342
198,1.0,190.08,0.14,5,9,0.004432821203408311
198,1.0,190.08,0.19,5,11,0.004537144935092455
198,1.0,190.08,0.23,6,64,0.002972504360991024
198,1.0,190.08,0.27,6,25,4.842720016689911e-05
198,1.0,190.08,0.31,6,64,0.02138052026155994
198,1.0,190.08,0.36,8,64,0.10969910463877404
198,1.0,190.08,0.4,8,64,0.08343825770237659
198,1.0,199.20000000000002,0.14,5,22,0.000786358528546493
198,1.0,199.20000000000002,0.19,5,11,0.001366216525644965
198,1.0,199.20000000000002,0.23,5,64,0.0017738646513485886
198,1.0,199.20000000000002,0.27,6,64,1.8625725420576912e-05
198,1.0,199.20000000000002,0.31,6,64,0.018478176231831036
198,1.0,199.20000000000002,0.36,4,5,0.055804908612278985
198,1.0,199.20000000000002,0.4,8,64,0.0918360718564673
198,1.0,205.92000000000002,0.14,5,64,0.007013879561236989
198,1.0,205.92000000000002,0.19,5,14,0.0009947566039106846
198,1.0,205.92000000000002,0.23,5,46,0.00017570227243776887
198,1.0,205.92000000000002,0.27,6,64,0.008806445899377995
198,1.0,205.92000000000002,0.31,6,64,0.018311397657695894
198,1.0,205.92000000000002,0.36,4,5,0.016032871714946533
198,1.0,205.92000000000002,0.4,8,64,0.09886847662071013
198,1.0,219.12,0.14,4,64,0.012195325254815651
198,1.0,219.12,0.19,5,30,0.0002460786320580146
198,1.0,219.12,0.23,5,34,0.00014789007584345353
198,1.0,219.12,0.27,6,64,0.025092844858414336
198,1.0,219.12,0.31,6,64,0.021773883598774194
198,1.0,219.12,0.36,4,12,0.0010841548838873675
198,1.0,219.12,0.4,4,5,0.09722353318075036
198,1.0,221.76,0.14,4,64,0.008593474596648377
198,1.0,221.76,0.19,5,44,0.00010521679808304258
198,1.0,221.76,0.23,5,36,0.00013829398615012605
198,1.0,221.76,0.27,6,64,0.02815271289020423
198,1.0,221.76,0.31,6,64,0.022965937261664158
198,1.0,221.76,0.36,4,18,0.0004582975078805366
198,1.0,221.76,0.4,4,5,0.0830037374420551
198,1.0,237.6,0.14,4,64,0.0006587165805035019
198,1.0,237.6,0.19,5,64,0.013788797460005685
198,1.0,237.6,0.23,5,64,0.0023194033748433216
198,1.0,237.6,0.27,5,64,0.018536834204953594
198,1.0,237.6,0.31,6,64,0.032967574908881206
198,1.0,237.6,0.36,4,64,0.03497506751481514
198,1.0,237.6,0.4,4,5,0.014944675740166842
198,1.0,239.04000000000002,0.14,4,64,0.0010374830827788988
198,1.0,239.04000000000002,0.19,5,64,0.014953344607121454
198,1.0,239.04000000000002,0.23,5,64,0.0031071767585942323
198,1.0,239.04000000000002,0.27,5,64,0.017703162728838633
198,1.0,239.04000000000002,0.31,6,64,0.034098517655897484
198,1.0,239.04000000000002,0.36,4,64,0.03819838972066351
198,1.0,239.04000000000002,0.4,4,5,0.010020891018185783
198,2.0,140.0,0.14,12,46,0.0013689757826716928
198,2.0,140.0,0.19,10,64,0.0016206491166558933
198,2.0,140.0,0.23,6,64,0.020166159835536424
198,2.0,140.0,0.27,8,64,0.0310957400734344
198,2.0,140.0,0.31,8,64,0.08612924482374626
198,2.0,140.0,0.36,6,7,0.022231983167847098
198,2.0,150.0,0.14,6,6,0.002540245933387835
198,2.0,150.0,0.19,6,11,0.0031628524542666116
198,2.0,150.0,0.23,6,64,0.05524586498461654
198,2.0,150.0,0.27,8,64,0.056248214934716295
198,2.0,150.0,0.31,8,64,0.10589749729084103
198,2.0,150.0,0.36,6,11,0.003964900632853063
198,2.0,150.72,0.14,5,8,0.0034825034524175744
198,2.0,150.72,0.19,6,12,0.004638974993211556
198,2.0,150.72,0.23,6,64,0.05693056622889129
198,2.0,150.72,0.27,8,64,0.05753277297553661
198,2.0,150.72,0.31,8,64,0.10673067104885392
198,2.0,150.72,0.36,6,12,0.0016003902521560356
198,2.0,158.4,0.14,6,9,0.00020633910056603924
198,2.0,158.4,0.19,6,15,0.0012635817839222155
198,2.0,158.4,0.23,6,64,0.06914831186485511
198,2.0,158.4,0.27,8,64,0.06900252372739425
198,2.0,158.4,0.31,5,8,0.06877454698631044
198,2.0,158.4,0.36,6,44,0.000336782190268291
198,2.0,163.28,0.14,8,44,0.00031049171044656755
198,2.0,163.28,0.19,6,18,0.0014278755144227994
198,2.0,163.28,0.23,6,64,0.0721022488012568
198,2.0,163.28,0.27,8,64,0.074976089832029
198,2.0,163.28,0.31,5,8,0.026898585624424196
198,2.0,163.28,0.36,6,64,0.026865066523380613
198,2.0,174.24,0.14,6,60,4.260518273370838e-05
198,2.0,174.24,0.19,6,32,9.204798663345202e-05
198,2.0,174.24,0.23,6,64,0.0690356163425108
198,2.0,174.24,0.27,8,64,0.08689581472361432
198,2.0,174.24,0.31,5,15,0.0015029484151934842
198,2.0,174.24,0.36,6,64,0.08515484894068469
198,2.0,175.84,0.14,5,20,0.00010214164166611512
198,2.0,175.84,0.19,6,36,3.727486694341322e-05
198,2.0,175.84,0.23,4,9,0.05517412712981731
198,2.0,175.84,0.27,8,64,0.08855860274871018
198,2.0,175.84,0.31,5,20,0.0010370924935262326
198,2.0,175.84,0.36,6,64,0.09213631556949972
198,2.0,188.4,0.14,5,39,6.10423900018436e-05
198,2.0,188.4,0.19,6,64,0.010252458472922077
198,2.0,188.4,0.23,4,18,0.0008208949359464421
198,2.0,188.4,0.27,8,64,0.10148808185591052
198,2.0,188.4,0.31,5,64,0.041147859048498533
198,2.0,188.4,0.36,6,64,0.1361221679420317
198,2.0,190.08,0.14,5,44,4.411804556572008e-06
198,2.0,190.08,0.19,6,64,0.01245565834887032
198,2.0,190.08,0.23,4,27,0.00048187349869085495
198,2.0,190.08,0.27,8,64,0.10322361364758376
198,2.0,190.08,0.31,5,64,0.04825317661009425
198,2.0,190.08,0.36,6,64,0.14073121076963377
198,2.0,199.20000000000002,0.14,5,64,0.0050491194277364135
198,2.0,199.20000000000002,0.19,6,64,0.023237816719546108
198,2.0,199.20000000000002,0.23,4,64,0.034821604166689356
198,2.0,199.20000000000002,0.27,8,64,0.11274812571349556
198,2.0,199.20000000000002,0.31,5,64,0.08054009102269358
198,2.0,199.20000000000002,0.36,5,8,0.14008132438260748
198,2.0,205.92000000000002,0.14,5,64,0.010131549083726252
198,2.0,205.92000000000002,0.19,6,64,0.030121101953126388
198,2.0,205.92000000000002,0.23,6,64,0.04971225368328027
198,2.0,205.92000000000002,0.27,4,9,0.09061265578519132
198,2.0,205.92000000000002,0.31,5,64,0.09844287266873251
198,2.0,205.92000000000002,0.36,5,8,0.10142068676282741
198,2.0,219.12,0.14,5,64,0.01630714027279188
198,2.0,219.12,0.19,6,64,0.041665828366564156
198,2.0,219.12,0.23,6,64,0.046554517722732926
198,2.0,219.12,0.27,4,9,0.022401396508631204
198,2.0,219.12,0.31,5,64,0.12196102825339626
198,2.0,219.12,0.36,5,8,0.03997554377337693
198,2.0,221.76,0.14,5,64,0.01711640431172757
198,2.0,221.76,0.19,6,64,0.0437303640367728
198,2.0,221.76,0.23,6,64,0.046346281050937424
198,2.0,221.76,0.27,4,9,0.01150574500799079
198,2.0,221.76,0.31,5,64,0.12509007699216754
198,2.0,221.76,0.36,5,8,0.029641693509135272
198,2.0,237.6,0.14,5,64,0.020556185043144305
198,2.0,237.6,0.19,5,64,0.03240150167368819
198,2.0,237.6,0.23,6,64,0.0480360207392414
198,2.0,237.6,0.27,4,64,0.008505532251905463
198,2.0,237.6,0.31,4,11,0.1114222490132523
198,2.0,237.6,0.36,5,18,0.00021148867444516637
198,2.0,239.04000000000002,0.14,5,64,0.020818052660295676
198,2.0,239.04000000000002,0.19,5,64,0.031332313102482974
198,2.0,239.04000000000002,0.23,6,64,0.048439365525492155
198,2.0,239.04000000000002,0.27,4,64,0.01243437573776517
198,2.0,239.04000000000002,0.31,4,11,0.10514988738858246
198,2.0,239.04000000000002,0.36,5,25,0.00019156487899494982
198,3.0,140.0,0.14,8,15,0.0032038413450396876
198,3.0,140.0,0.19,6,36,0.00028548003322651264
198,3.0,140.0,0.23,5,25,0.00025652440993085066
198,3.0,140.0,0.27,8,64,0.11153119670192845
198,3.0,140.0,0.31,10,64,0.1688368285893691
198,3.0,140.0,0.36,8,64,0.003243816182858507
198,3.0,150.0,0.14,6,9,0.00043116923781128815
198,3.0,150.0,0.19,6,64,0.038752238773494915
198,3.0,150.0,0.23,5,64,0.05766482967510336
198,3.0,150.0,0.27,8,64,0.13976845293471588
198,3.0,150.0,0.31,6,11,0.18852521402961828
198,3.0,150.0,0.36,8,64,0.07602434060255694
198,3.0,150.72,0.14,5,22,0.002133613521500135
198,3.0,150.72,0.19,6,64,0.0417438292386266
198,3.0,150.72,0.23,5,64,0.06320152202633088
198,3.0,150.72,0.27,8,64,0.14117166576840856
198,3.0,150.72,0.31,6,11,0.18087895442563923
198,3.0,150.72,0.36,8,64,0.08054930964383263
198,3.0,158.4,0.14,6,14,6.17087427784991e-05
198,3.0,158.4,0.19,6,64,0.06572089507699605
198,3.0,158.4,0.23,8,64,0.08519401560200461
198,3.0,158.4,0.27,8,64,0.15178127114986475
198,3.0,158.4,0.31,6,11,0.10798298108120118
198,3.0,158.4,0.36,8,64,0.12382176766368828
198,3.0,163.28,0.14,6,20,0.0012692775433158976
198,3.0,163.28,0.19,6,64,0.07445880956787664
198,3.0,163.28,0.23,8,64,0.09085328195657194
198,3.0,163.28,0.27,8,64,0.1550936647644917
198,3.0,163.28,0.31,6,11,0.06886229412601985
198,3.0,163.28,0.36,8,64,0.1471158573145917
198,3.0,174.24,0.14,6,64,0.004070481266684167
198,3.0,174.24,0.19,4,14,0.07869283031261387
198,3.0,174.24,0.23,8,64,0.1006504088607335
198,3.0,174.24,0.27,5,12,0.11487778451103343
198,3.0,174.24,0.31,6,12,0.0023311288348257827
198,3.0,174.24,0.36,8,64,0.18973899281247633
198,3.0,175.84,0.14,6,64,0.00875230724340091
198,3.0,175.84,0.19,4,14,0.06411757816989136
198,3.0,175.84,0.23,8,64,0.10189926440543587
198,3.0,175.84,0.27,5,12,0.1027035820494603
198,3.0,175.84,0.31,6,14,0.0011294421978004104
198,3.0,175.84,0.36,8,64,0.19499194311756626
198,3.0,188.4,0.14,6,64,0.035706597565573935
198,3.0,188.4,0.19,4,30,9.838598811060053e-05
198,3.0,188.4,0.23,8,64,0.11121225842693856
198,3.0,188.4,0.27,5,12,0.02325267593818077
198,3.0,188.4,0.31,6,64,0.028753710875667724
198,3.0,188.4,0.36,8,64,0.22917695893038362
198,3.0,190.08,0.14,6,64,0.03828269333127905
198,3.0,190.08,0.19,4,55,0.0002064193884682585
198,3.0,190.08,0.23,8,64,0.11244849422297136
198,3.0,190.08,0.27,5,12,0.0145062692046571
198,3.0,190.08,0.31,6,64,0.036054945601750925
198,3.0,190.08,0.36,8,64,0.23290597237866137
198,3.0,199.20000000000002,0.14,6,64,0.049193517253411145
198,3.0,199.20000000000002,0.19,4,64,0.04299291861444616
198,3.0,199.20000000000002,0.23,8,64,0.11934786527780648
198,3.0,199.20000000000002,0.27,5,32,0.00014162970303213362
198,3.0,199.20000000000002,0.31,6,64,0.0707531494528693
198,3.0,199.20000000000002,0.36,6,11,0.19500417940021195
198,3.0,205.92000000000002,0.14,5,64,0.05228674477149021
198,3.0,205.92000000000002,0.19,6,64,0.06691716117355748
198,3.0,205.92000000000002,0.23,4,14,0.11767059546036136
198,3.0,205.92000000000002,0.27,5,64,0.01887305505259726
198,3.0,205.92000000000002,0.31,6,64,0.09163125905376195
198,3.0,205.92000000000002,0.36,6,11,0.1564433434078556
198,3.0,219.12,0.14,5,64,0.040569127912953626
198,3.0,219.12,0.19,6,64,0.061543557035834535
198,3.0,219.12,0.23,4,14,0.04901717469608436
198,3.0,219.12,0.27,5,64,0.059316642943094654
198,3.0,219.12,0.31,5,12,0.10544429612721273
198,3.0,219.12,0.36,6,11,0.09198148656151328
198,3.0,221.76,0.14,5,64,0.038407218381078724
198,3.0,221.76,0.19,6,64,0.06075656290104064
198,3.0,221.76,0.23,4,14,0.0378105788839691
198,3.0,221.76,0.27,5,64,0.06572054983922115
198,3.0,221.76,0.31,5,12,0.09373511409835401
198,3.0,221.76,0.36,6,11,0.08063415114677924
198,3.0,237.6,0.14,5,64,0.027783089959718708
198,3.0,237.6,0.19,6,64,0.05848641323014748
198,3.0,237.6,0.23,4,39,0.0003056443267485287
198,3.0,237.6,0.27,5,64,0.09458114649619918
198,3.0,237.6,0.31,5,12,0.034193350589121235
198,3.0,237.6,0.36,6,11,0.02143400606145881
198,3.0,239.04000000000002,0.14,5,64,0.027061253660517745
198,3.0,239.04000000000002,0.19,6,64,0.058505804088958786
198,3.0,239.04000000000002,0.23,4,64,0.00033163271731742437
198,3.0,239.04000000000002,0.27,5,64,0.09648689048499412
198,3.0,239.04000000000002,0.31,5,12,0.029583760973879113
198,3.0,239.04000000000002,0.36,6,11,0.016722975928131805
198,5.0,140.0,0.14,6,17,0.0017415817359679557
198,5.0,140.0,0.19,8,64,0.07438530497744374
198,5.0,140.0,0.23,6,17,0.11995964720887202
198,5.0,140.0,0.27,8,64,0.13644845923337268
198,5.0,140.0,0.31,10,64,0.19772300061959844
198,5.0,140.0,0.36,12,64,0.06459055940020941
198,5.0,150.0,0.14,6,64,0.012467347590781984
198,5.0,150.0,0.19,5,20,0.07226235336449502
198,5.0,150.0,0.23,6,17,0.028625069209688474
198,5.0,150.0,0.27,8,64,0.18839899502011312
198,5.0,150.0,0.31,8,14,0.20084205350690942
198,5.0,150.0,0.36,12,64,0.12884869436116086
198,5.0,150.72,0.14,6,64,0.01660433140131735
198,5.0,150.72,0.19,5,20,0.06539932026176308
198,5.0,150.72,0.23,6,17,0.023024730869541644
198,5.0,150.72,0.27,8,64,0.1915814399307213
198,5.0,150.72,0.31,8,14,0.19451892092723377
198,5.0,150.72,0.36,12,64,0.13303904294586763
198,5.0,158.4,0.14,6,64,0.050878948416481294
198,5.0,158.4,0.19,5,20,0.0014484149493595123
198,5.0,158.4,0.23,6,44,0.00045239268985163467
198,5.0,158.4,0.27,8,64,0.22160792337112326
198,5.0,158.4,0.31,8,14,0.13249459095178176
198,5.0,158.4,0.36,10,11,0.12610694256252425
